product_key;product_number;product_name;Prd_segment;category;subcategory;total_sales;total_quantity;total_customers;lifespan;recency;avg_order_revenue;avg_monthly_revenue
294;VE-C304-S;Classic Vest- S;Low-Performer;Clothing;Vests;10944;171;168;13;152;64;841
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
273;SH-W890-M;Women's Mountain Shorts- M;Low-Performer;Clothing;Shorts;24640;352;352;12;152;70;2053
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
235;GL-H102-S;Half-Finger Gloves- S;Low-Performer;Clothing;Gloves;11688;487;478;13;152;24;899
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
285;TI-R092;LL Road Tire;Low-Performer;Accessories;Tires and Tubes;21903;1043;1029;13;152;21;1684
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
259;PK-7098;Patch Kit/8 Patches;Mid-Range;Accessories;Tires and Tubes;6378;3189;2948;13;152;2;490
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
284;TI-M823;HL Mountain Tire;Low-Performer;Accessories;Tires and Tubes;48860;1396;1395;13;152;35;3758
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
112;BK-M18S-42;Mountain-500 Silver- 42;Low-Performer;Bikes;Mountain Bikes;25425;45;45;11;153;565;2311
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
277;SJ-0194-S;Short-Sleeve Classic Jersey- S;Low-Performer;Clothing;Jerseys;21924;406;402;13;152;54;1686
122;BK-M68B-46;Mountain-200 Black- 46;High-Performer;Bikes;Mountain Bikes;1373454;620;600;24;153;2215;57227
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
284;TI-M823;HL Mountain Tire;Low-Performer;Accessories;Tires and Tubes;48860;1396;1395;13;152;35;3758
168;CL-9009;Bike Wash - Dissolver;Mid-Range;Accessories;Cleaners;7272;909;875;12;152;8;606
116;BK-M38S-38;Mountain-400-W Silver- 38;High-Performer;Bikes;Mountain Bikes;113812;148;148;11;153;769;10346
283;TI-M602;ML Mountain Tire;Low-Performer;Accessories;Tires and Tubes;34800;1160;1160;13;152;30;2676
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
293;VE-C304-M;Classic Vest- M;Low-Performer;Clothing;Vests;12736;199;199;12;152;64;1061
125;BK-M68S-46;Mountain-200 Silver- 46;High-Performer;Bikes;Mountain Bikes;1298709;579;566;23;153;2243;56465
122;BK-M68B-46;Mountain-200 Black- 46;High-Performer;Bikes;Mountain Bikes;1373454;620;600;24;153;2215;57227
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
121;BK-M68B-42;Mountain-200 Black- 42;High-Performer;Bikes;Mountain Bikes;1363128;614;604;23;153;2220;59266
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
131;BK-R64Y-40;Road-550-W Yellow- 40;High-Performer;Bikes;Road Bikes;289880;266;264;23;153;1089;12603
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
138;BK-R79Y-48;Road-350-W Yellow- 48;High-Performer;Bikes;Road Bikes;394632;232;232;12;153;1701;32886
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
259;PK-7098;Patch Kit/8 Patches;Mid-Range;Accessories;Tires and Tubes;6378;3189;2948;13;152;2;490
128;BK-R19B-52;Road-750 Black- 52;High-Performer;Bikes;Road Bikes;208440;386;386;12;153;540;17370
139;BK-R89B-44;Road-250 Black- 44;High-Performer;Bikes;Road Bikes;628384;271;266;24;153;2318;26182
152;BK-T18Y-58;Touring-3000 Yellow- 58;Low-Performer;Bikes;Touring Bikes;34874;47;47;12;153;742;2906
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
159;BK-T79U-50;Touring-1000 Blue- 50;High-Performer;Bikes;Touring Bikes;357600;150;150;12;153;2384;29800
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
248;LJ-0192-L;Long-Sleeve Logo Jersey- L;Low-Performer;Clothing;Jerseys;22650;453;449;13;152;50;1742
161;BK-T79U-60;Touring-1000 Blue- 60;High-Performer;Bikes;Touring Bikes;350448;147;147;12;153;2384;29204
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
165;BK-T79Y-60;Touring-1000 Yellow- 60;High-Performer;Bikes;Touring Bikes;333760;140;140;11;153;2384;30341
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
158;BK-T79U-46;Touring-1000 Blue- 46;High-Performer;Bikes;Touring Bikes;421968;177;177;12;153;2384;35164
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
247;HY-1023-70;Hydration Pack - 70 oz.;Low-Performer;Accessories;Hydration Packs;40315;733;719;13;152;55;3101
127;BK-R19B-48;Road-750 Black- 48;High-Performer;Bikes;Road Bikes;196020;363;363;12;153;540;16335
285;TI-R092;LL Road Tire;Low-Performer;Accessories;Tires and Tubes;21903;1043;1029;13;152;21;1684
126;BK-R19B-44;Road-750 Black- 44;High-Performer;Bikes;Road Bikes;194400;360;360;12;153;540;16200
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
275;SJ-0194-L;Short-Sleeve Classic Jersey- L;Low-Performer;Clothing;Jerseys;20196;374;372;13;152;54;1553
135;BK-R79Y-40;Road-350-W Yellow- 40;High-Performer;Bikes;Road Bikes;418446;246;246;12;153;1701;34870
251;LJ-0192-X;Long-Sleeve Logo Jersey- XL;Low-Performer;Clothing;Jerseys;20700;414;409;12;152;50;1725
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
134;BK-R64Y-48;Road-550-W Yellow- 48;High-Performer;Bikes;Road Bikes;283680;261;258;22;153;1086;12894
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
147;BK-T18U-58;Touring-3000 Blue- 58;Low-Performer;Bikes;Touring Bikes;42294;57;57;11;153;742;3844
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
144;BK-T18U-44;Touring-3000 Blue- 44;Low-Performer;Bikes;Touring Bikes;39326;53;53;11;153;742;3575
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
251;LJ-0192-X;Long-Sleeve Logo Jersey- XL;Low-Performer;Clothing;Jerseys;20700;414;409;12;152;50;1725
160;BK-T79U-54;Touring-1000 Blue- 54;High-Performer;Bikes;Touring Bikes;381440;160;160;11;153;2384;34676
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
163;BK-T79Y-50;Touring-1000 Yellow- 50;High-Performer;Bikes;Touring Bikes;359984;151;150;12;153;2384;29998
162;BK-T79Y-46;Touring-1000 Yellow- 46;High-Performer;Bikes;Touring Bikes;410048;172;170;11;153;2384;37277
246;HL-U509-R;Sport-100 Helmet- Red;High-Performer;Accessories;Helmets;78050;2230;2147;13;152;35;6003
286;TI-R628;ML Road Tire;Low-Performer;Accessories;Tires and Tubes;23125;925;890;13;152;25;1778
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
286;TI-R628;ML Road Tire;Low-Performer;Accessories;Tires and Tubes;23125;925;890;13;152;25;1778
259;PK-7098;Patch Kit/8 Patches;Mid-Range;Accessories;Tires and Tubes;6378;3189;2948;13;152;2;490
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
234;GL-H102-M;Half-Finger Gloves- M;Low-Performer;Clothing;Gloves;11976;499;488;13;152;24;921
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
168;CL-9009;Bike Wash - Dissolver;Mid-Range;Accessories;Cleaners;7272;909;875;12;152;8;606
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
233;GL-H102-L;Half-Finger Gloves- L;Low-Performer;Clothing;Gloves;10632;443;437;13;152;24;817
260;RA-H123;Hitch Rack - 4-Bike;Low-Performer;Accessories;Bike Racks;39240;327;324;12;152;120;3270
119;BK-M38S-46;Mountain-400-W Silver- 46;High-Performer;Bikes;Mountain Bikes;106122;138;138;11;153;769;9647
249;LJ-0192-M;Long-Sleeve Logo Jersey- M;Low-Performer;Clothing;Jerseys;22100;442;436;13;152;50;1700
123;BK-M68S-38;Mountain-200 Silver- 38;High-Performer;Bikes;Mountain Bikes;1339394;596;583;23;153;2247;58234
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
292;VE-C304-L;Classic Vest- L;Low-Performer;Clothing;Vests;12480;195;195;12;152;64;1040
108;BK-M18B-44;Mountain-500 Black- 44;Low-Performer;Bikes;Mountain Bikes;31320;58;58;11;153;540;2847
107;BK-M18B-42;Mountain-500 Black- 42;Low-Performer;Bikes;Mountain Bikes;26460;49;49;11;153;540;2405
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
282;TI-M267;LL Mountain Tire;Low-Performer;Accessories;Tires and Tubes;21550;862;828;12;152;25;1795
259;PK-7098;Patch Kit/8 Patches;Mid-Range;Accessories;Tires and Tubes;6378;3189;2948;13;152;2;490
285;TI-R092;LL Road Tire;Low-Performer;Accessories;Tires and Tubes;21903;1043;1029;13;152;21;1684
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
235;GL-H102-S;Half-Finger Gloves- S;Low-Performer;Clothing;Gloves;11688;487;478;13;152;24;899
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
283;TI-M602;ML Mountain Tire;Low-Performer;Accessories;Tires and Tubes;34800;1160;1160;13;152;30;2676
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
247;HY-1023-70;Hydration Pack - 70 oz.;Low-Performer;Accessories;Hydration Packs;40315;733;719;13;152;55;3101
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
273;SH-W890-M;Women's Mountain Shorts- M;Low-Performer;Clothing;Shorts;24640;352;352;12;152;70;2053
273;SH-W890-M;Women's Mountain Shorts- M;Low-Performer;Clothing;Shorts;24640;352;352;12;152;70;2053
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
247;HY-1023-70;Hydration Pack - 70 oz.;Low-Performer;Accessories;Hydration Packs;40315;733;719;13;152;55;3101
166;CA-1098;AWC Logo Cap;Low-Performer;Clothing;Caps;19710;2190;2132;13;152;9;1516
248;LJ-0192-L;Long-Sleeve Logo Jersey- L;Low-Performer;Clothing;Jerseys;22650;453;449;13;152;50;1742
274;SH-W890-S;Women's Mountain Shorts- S;Low-Performer;Clothing;Shorts;21280;304;304;12;152;70;1773
250;LJ-0192-S;Long-Sleeve Logo Jersey- S;Low-Performer;Clothing;Jerseys;21450;429;426;12;152;50;1787
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
235;GL-H102-S;Half-Finger Gloves- S;Low-Performer;Clothing;Gloves;11688;487;478;13;152;24;899
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
246;HL-U509-R;Sport-100 Helmet- Red;High-Performer;Accessories;Helmets;78050;2230;2147;13;152;35;6003
248;LJ-0192-L;Long-Sleeve Logo Jersey- L;Low-Performer;Clothing;Jerseys;22650;453;449;13;152;50;1742
286;TI-R628;ML Road Tire;Low-Performer;Accessories;Tires and Tubes;23125;925;890;13;152;25;1778
283;TI-M602;ML Mountain Tire;Low-Performer;Accessories;Tires and Tubes;34800;1160;1160;13;152;30;2676
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
249;LJ-0192-M;Long-Sleeve Logo Jersey- M;Low-Performer;Clothing;Jerseys;22100;442;436;13;152;50;1700
285;TI-R092;LL Road Tire;Low-Performer;Accessories;Tires and Tubes;21903;1043;1029;13;152;21;1684
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
249;LJ-0192-M;Long-Sleeve Logo Jersey- M;Low-Performer;Clothing;Jerseys;22100;442;436;13;152;50;1700
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
259;PK-7098;Patch Kit/8 Patches;Mid-Range;Accessories;Tires and Tubes;6378;3189;2948;13;152;2;490
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
288;TI-T723;Touring Tire;Low-Performer;Accessories;Tires and Tubes;27115;935;920;13;152;29;2085
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
246;HL-U509-R;Sport-100 Helmet- Red;High-Performer;Accessories;Helmets;78050;2230;2147;13;152;35;6003
291;TT-T092;Touring Tire Tube;Mid-Range;Accessories;Tires and Tubes;7435;1487;1410;13;152;5;571
284;TI-M823;HL Mountain Tire;Low-Performer;Accessories;Tires and Tubes;48860;1396;1395;13;152;35;3758
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
259;PK-7098;Patch Kit/8 Patches;Mid-Range;Accessories;Tires and Tubes;6378;3189;2948;13;152;2;490
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
174;FE-6654;Fender Set - Mountain;Low-Performer;Accessories;Fenders;46662;2121;2110;13;152;22;3589
124;BK-M68S-42;Mountain-200 Silver- 42;High-Performer;Bikes;Mountain Bikes;1257368;560;547;24;153;2245;52390
284;TI-M823;HL Mountain Tire;Low-Performer;Accessories;Tires and Tubes;48860;1396;1395;13;152;35;3758
289;TT-M928;Mountain Tire Tube;Low-Performer;Accessories;Tires and Tubes;15465;3093;2958;13;152;5;1189
146;BK-T18U-54;Touring-3000 Blue- 54;Low-Performer;Bikes;Touring Bikes;40810;55;55;12;153;742;3400
250;LJ-0192-S;Long-Sleeve Logo Jersey- S;Low-Performer;Clothing;Jerseys;21450;429;426;12;152;50;1787
156;BK-T44U-54;Touring-2000 Blue- 54;High-Performer;Bikes;Touring Bikes;106920;88;88;11;153;1215;9720
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
156;BK-T44U-54;Touring-2000 Blue- 54;High-Performer;Bikes;Touring Bikes;106920;88;88;11;153;1215;9720
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
156;BK-T44U-54;Touring-2000 Blue- 54;High-Performer;Bikes;Touring Bikes;106920;88;88;11;153;1215;9720
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
121;BK-M68B-42;Mountain-200 Black- 42;High-Performer;Bikes;Mountain Bikes;1363128;614;604;23;153;2220;59266
247;HY-1023-70;Hydration Pack - 70 oz.;Low-Performer;Accessories;Hydration Packs;40315;733;719;13;152;55;3101
130;BK-R64Y-38;Road-550-W Yellow- 38;High-Performer;Bikes;Road Bikes;293760;270;267;24;153;1088;12240
276;SJ-0194-M;Short-Sleeve Classic Jersey- M;Low-Performer;Clothing;Jerseys;21978;407;404;13;152;54;1690
133;BK-R64Y-44;Road-550-W Yellow- 44;High-Performer;Bikes;Road Bikes;312200;287;286;23;153;1087;13573
244;HL-U509;Sport-100 Helmet- Black;High-Performer;Accessories;Helmets;72975;2085;2024;13;152;35;5613
137;BK-R79Y-44;Road-350-W Yellow- 44;High-Performer;Bikes;Road Bikes;367416;216;216;11;153;1701;33401
278;SJ-0194-X;Short-Sleeve Classic Jersey- XL;Low-Performer;Clothing;Jerseys;22086;409;405;12;152;54;1840
131;BK-R64Y-40;Road-550-W Yellow- 40;High-Performer;Bikes;Road Bikes;289880;266;264;23;153;1089;12603
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
121;BK-M68B-42;Mountain-200 Black- 42;High-Performer;Bikes;Mountain Bikes;1363128;614;604;23;153;2220;59266
104;BC-M005;Mountain Bottle Cage;Low-Performer;Accessories;Bottles and Cages;20340;2034;2004;13;152;10;1564
295;WB-H098;Water Bottle - 30 oz.;Low-Performer;Accessories;Bottles and Cages;21245;4249;4073;13;152;5;1634
292;VE-C304-L;Classic Vest- L;Low-Performer;Clothing;Vests;12480;195;195;12;152;64;1040
139;BK-R89B-44;Road-250 Black- 44;High-Performer;Bikes;Road Bikes;628384;271;266;24;153;2318;26182
108;BK-M18B-44;Mountain-500 Black- 44;Low-Performer;Bikes;Mountain Bikes;31320;58;58;11;153;540;2847
148;BK-T18U-62;Touring-3000 Blue- 62;Low-Performer;Bikes;Touring Bikes;47488;64;64;11;153;742;4317
105;BC-R205;Road Bottle Cage;Low-Performer;Accessories;Bottles and Cages;15399;1711;1699;13;152;9;1184
163;BK-T79Y-50;Touring-1000 Yellow- 50;High-Performer;Bikes;Touring Bikes;359984;151;150;12;153;2384;29998
246;HL-U509-R;Sport-100 Helmet- Red;High-Performer;Accessories;Helmets;78050;2230;2147;13;152;35;6003
233;GL-H102-L;Half-Finger Gloves- L;Low-Performer;Clothing;Gloves;10632;443;437;13;152;24;817
164;BK-T79Y-54;Touring-1000 Yellow- 54;High-Performer;Bikes;Touring Bikes;376672;158;158;11;153;2384;34242
246;HL-U509-R;Sport-100 Helmet- Red;High-Performer;Accessories;Helmets;78050;2230;2147;13;152;35;6003
128;BK-R19B-52;Road-750 Black- 52;High-Performer;Bikes;Road Bikes;208440;386;386;12;153;540;17370
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
133;BK-R64Y-44;Road-550-W Yellow- 44;High-Performer;Bikes;Road Bikes;312200;287;286;23;153;1087;13573
286;TI-R628;ML Road Tire;Low-Performer;Accessories;Tires and Tubes;23125;925;890;13;152;25;1778
290;TT-R982;Road Tire Tube;Mid-Range;Accessories;Tires and Tubes;9500;2375;2225;13;152;4;730
136;BK-R79Y-42;Road-350-W Yellow- 42;High-Performer;Bikes;Road Bikes;399735;235;235;12;153;1701;33311
246;HL-U509-R;Sport-100 Helmet- Red;High-Performer;Accessories;Helmets;78050;2230;2147;13;152;35;6003
135;BK-R79Y-40;Road-350-W Yellow- 40;High-Performer;Bikes;Road Bikes;418446;246;246;12;153;1701;34870
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
138;BK-R79Y-48;Road-350-W Yellow- 48;High-Performer;Bikes;Road Bikes;394632;232;232;12;153;1701;32886
277;SJ-0194-S;Short-Sleeve Classic Jersey- S;Low-Performer;Clothing;Jerseys;21924;406;402;13;152;54;1686
136;BK-R79Y-42;Road-350-W Yellow- 42;High-Performer;Bikes;Road Bikes;399735;235;235;12;153;1701;33311
286;TI-R628;ML Road Tire;Low-Performer;Accessories;Tires and Tubes;23125;925;890;13;152;25;1778
128;BK-R19B-52;Road-750 Black- 52;High-Performer;Bikes;Road Bikes;208440;386;386;12;153;540;17370
245;HL-U509-B;Sport-100 Helmet- Blue;High-Performer;Accessories;Helmets;74375;2125;2049;13;152;35;5721
129;BK-R19B-58;Road-750 Black- 58;High-Performer;Bikes;Road Bikes;180360;334;334;12;153;540;15030
160;BK-T79U-54;Touring-1000 Blue- 54;High-Performer;Bikes;Touring Bikes;381440;160;160;11;153;2384;34676
